date,price,type,bedrooms
2/3/2014,580000,house,3
2/3/2014,625000,house,2
2/4/2014,550000,house,3
2/4/2014,550000,house,4
2/4/2014,607000,house,5
2/5/2014,482000,house,3
2/5/2014,580000,house,4
2/5/2014,670000,house,3
2/5/2014,888000,house,4
2/5/2014,1035000,house,5
2/7/2014,235000,house,4
2/7/2014,399950,house,3
2/7/2014,440000,house,3
2/7/2014,446000,house,3
2/7/2014,695000,house,4
2/8/2014,420000,house,3
2/8/2014,482000,house,3
2/8/2014,497500,house,4
2/8/2014,535000,house,4
2/8/2014,565000,house,4
2/8/2014,620000,house,4
2/9/2014,425000,house,3
2/9/2014,425000,house,3
2/9/2014,459000,house,4
2/9/2014,616000,house,4
2/9/2014,625000,house,4
2/9/2014,834000,house,3
2/9/2014,900000,house,5
2/10/2014,280000,house,2
2/10/2014,461000,house,3
2/10/2014,477000,house,3
2/10/2014,538888,house,4
2/10/2014,563100,house,4
2/10/2014,680000,house,4
2/10/2014,700000,house,4
2/11/2014,602000,house,4
2/11/2014,620000,house,4
2/12/2014,1220000,house,4
2/14/2014,395000,house,3
2/14/2014,445000,house,3
2/14/2014,481000,house,4
2/14/2014,515000,house,4
2/14/2014,630000,house,3
2/14/2014,700000,house,5
2/15/2014,406000,house,3
2/15/2014,420000,house,3
2/15/2014,449000,house,3
2/15/2014,460000,house,3
2/15/2014,466000,house,3
2/15/2014,496000,house,3
2/15/2014,620000,house,3
2/15/2014,650000,house,4
2/16/2014,600000,house,4
2/17/2014,445000,house,3
2/17/2014,462000,house,3
2/17/2014,500000,house,4
2/17/2014,545000,house,4
2/17/2014,587000,house,3
2/17/2014,760000,house,5
2/18/2014,370000,house,3
2/18/2014,429500,house,3
2/18/2014,430000,house,3
2/18/2014,442500,house,3
2/18/2014,446000,house,3
2/18/2014,465000,house,3
2/18/2014,527000,house,3
2/18/2014,755000,house,5
2/18/2014,1150000,house,3
2/19/2014,412000,house,3
2/19/2014,500000,house,3
2/19/2014,515000,house,3
2/19/2014,523000,house,4
2/19/2014,580000,house,3
2/19/2014,645000,house,4
2/19/2014,880000,house,5
2/19/2014,980000,house,5
2/19/2014,990000,house,3
2/20/2014,420000,house,3
2/21/2014,385000,house,3
2/21/2014,402500,house,3
2/21/2014,460000,house,3
2/21/2014,545000,house,4
2/21/2014,780000,house,3
2/22/2014,399950,house,1
2/22/2014,417500,house,3
2/22/2014,446000,house,3
2/22/2014,475000,house,3
2/22/2014,485000,house,4
2/22/2014,506500,house,3
2/22/2014,662500,house,4
2/23/2014,420000,house,3
2/23/2014,465000,house,3
2/23/2014,615000,house,3
2/23/2014,650000,house,3
2/24/2014,399000,house,3
2/24/2014,409000,house,3
2/24/2014,491000,house,4
2/24/2014,570000,house,4
2/24/2014,570000,house,3
2/24/2014,590000,house,5
2/25/2014,409000,house,3
2/25/2014,419000,house,3
2/25/2014,486500,house,3
2/25/2014,510000,house,4
2/25/2014,657000,house,4
2/25/2014,750000,house,4
2/25/2014,868000,house,4
2/26/2014,447000,house,3
2/26/2014,474000,house,4
2/26/2014,502500,house,4
2/26/2014,627500,house,4
2/26/2014,630000,house,4
2/26/2014,837000,house,3
2/27/2014,435000,house,1
2/28/2014,555000,house,4
2/28/2014,588000,house,4
2/28/2014,685000,house,4
2/28/2014,715000,house,3
2/28/2014,1140000,house,4
3/1/2014,415500,house,4
3/1/2014,419134,house,3
3/1/2014,420000,house,3
3/1/2014,507500,house,4
3/1/2014,720000,house,3
3/1/2014,725000,house,4
3/1/2014,875000,house,5
3/2/2014,438000,house,3
3/2/2014,442500,house,3
3/2/2014,477500,house,3
3/2/2014,600000,house,3
3/2/2014,610000,house,4
3/3/2014,580000,house,4
3/3/2014,587000,house,4
3/3/2014,647750,house,4
3/3/2014,665000,house,4
3/4/2014,340000,house,2
3/4/2014,425000,house,3
3/4/2014,430000,house,3
3/4/2014,480000,house,3
3/4/2014,611000,house,4
3/4/2014,1350001,house,4
3/5/2014,391000,house,3
3/5/2014,482000,house,4
3/5/2014,516000,house,4
3/5/2014,522000,house,2
3/5/2014,535000,house,4
3/5/2014,538000,house,4
3/5/2014,568000,house,2
3/5/2014,618000,house,4
3/5/2014,654000,house,4
3/5/2014,699000,house,4
3/5/2014,810000,house,4
3/5/2014,850000,house,3
3/5/2014,870000,house,3
3/5/2014,940000,house,5
3/7/2014,442000,house,3
3/7/2014,580000,house,3
3/7/2014,665000,house,4
3/8/2014,390000,house,3
3/8/2014,565000,house,3
3/8/2014,750000,house,4
3/8/2014,1100000,house,4
3/9/2014,424590,house,3
3/9/2014,434000,house,3
3/9/2014,729000,house,3
3/10/2014,472000,house,3
3/10/2014,520000,house,4
3/10/2014,790000,house,4
3/11/2014,567632,house,4
3/11/2014,574950,house,3
3/11/2014,950000,house,4
3/11/2014,975000,house,4
3/12/2014,1750000,house,5
3/15/2014,390000,house,3
3/15/2014,400000,house,3
3/15/2014,418000,house,3
3/15/2014,470000,house,3
3/15/2014,490000,house,3
3/15/2014,580000,house,5
3/15/2014,627000,house,5
3/15/2014,1050000,house,4
3/16/2014,382000,house,3
3/16/2014,418500,house,3
3/16/2014,440000,house,3
3/16/2014,455000,house,3
3/16/2014,561000,house,4
3/16/2014,570000,house,3
3/16/2014,650000,house,4
3/16/2014,670000,house,4
3/16/2014,731000,house,2
3/16/2014,1100000,house,4
3/17/2014,460000,house,3
3/17/2014,880000,house,4
3/18/2014,460000,house,3
3/18/2014,485000,house,3
3/18/2014,525000,house,3
3/18/2014,631500,house,4
3/18/2014,800000,house,4
3/18/2014,890000,house,5
3/19/2014,601000,house,4
3/19/2014,687000,house,5
3/19/2014,694000,house,3
3/19/2014,895000,house,4
3/19/2014,900000,house,4
3/19/2014,1310000,house,3
3/21/2014,490000,house,5
3/21/2014,600000,house,3
3/21/2014,615550,house,3
3/21/2014,639950,house,4
3/21/2014,970000,house,4
3/22/2014,555000,house,3
3/22/2014,640000,house,3
3/22/2014,775500,house,3
3/23/2014,445000,house,3
3/23/2014,457000,house,4
3/23/2014,475000,house,3
3/23/2014,477000,house,4
3/23/2014,530000,house,4
3/23/2014,685000,house,4
3/23/2014,1500000,house,4
3/24/2014,340000,house,3
3/24/2014,372500,house,3
3/24/2014,486000,house,3
3/24/2014,490000,house,4
3/24/2014,585000,house,4
3/24/2014,624000,house,4
3/25/2014,385000,house,3
3/25/2014,426000,house,3
3/25/2014,437000,house,3
3/25/2014,460000,house,3
3/25/2014,521500,house,4
3/25/2014,560000,house,5
3/25/2014,560000,house,3
3/25/2014,585000,house,4
3/25/2014,595000,house,4
3/25/2014,615000,house,4
3/25/2014,730000,house,2
3/25/2014,735000,house,4
3/26/2014,412000,house,3
3/26/2014,725000,house,3
3/26/2014,750000,house,3
3/26/2014,845000,house,4
3/26/2014,865000,house,3
3/26/2014,984000,house,4
3/26/2014,1135001,house,4
3/27/2014,1015000,house,4
3/28/2014,440000,house,3
3/28/2014,490000,house,3
3/28/2014,510000,house,4
3/29/2014,399950,house,3
3/29/2014,400000,house,3
3/29/2014,450000,house,3
3/29/2014,654000,house,4
3/29/2014,930000,house,4
3/30/2014,447500,house,3
3/30/2014,552500,house,4
3/30/2014,590000,house,4
3/30/2014,730000,house,3
3/30/2014,1200000,house,4
3/31/2014,390000,house,3
3/31/2014,472250,house,4
3/31/2014,544000,house,4
3/31/2014,625000,house,4
3/31/2014,660000,house,3
3/31/2014,1010000,house,4
4/1/2014,400000,house,3
4/1/2014,412500,house,3
4/1/2014,415000,house,3
4/1/2014,500000,house,4
4/1/2014,535000,house,4
4/1/2014,580000,house,4
4/1/2014,802000,house,3
4/1/2014,870000,house,4
4/2/2014,594000,house,3
4/4/2014,398000,house,3
4/4/2014,400000,house,3
4/4/2014,539000,house,4
4/4/2014,548500,house,4
4/4/2014,587000,house,4
4/4/2014,597000,house,3
4/4/2014,600000,house,4
4/4/2014,610000,house,4
4/4/2014,625000,house,4
4/4/2014,750000,house,5
4/4/2014,870000,house,4
4/5/2014,505000,house,3
4/5/2014,560000,house,4
4/5/2014,705500,house,4
4/5/2014,720000,house,4
4/5/2014,720000,house,4
4/5/2014,993000,house,5
4/6/2014,370000,house,4
4/6/2014,405000,house,3
4/6/2014,410000,house,3
4/6/2014,425000,house,3
4/6/2014,433000,house,3
4/6/2014,490000,house,3
4/6/2014,530000,house,3
4/6/2014,530000,house,3
4/6/2014,550000,house,3
4/6/2014,563000,house,5
4/6/2014,610000,house,4
4/6/2014,620000,house,2
4/6/2014,685000,house,4
4/6/2014,700000,house,4
4/6/2014,1725000,house,5
4/7/2014,397500,house,3
4/7/2014,424000,house,3
4/7/2014,450000,house,4
4/7/2014,533420,house,4
4/7/2014,741190,house,4
4/8/2014,375000,house,3
4/8/2014,376500,house,3
4/8/2014,432000,house,3
4/8/2014,585000,house,4
4/8/2014,630000,house,4
4/8/2014,748000,house,4
4/8/2014,1455000,house,3
4/9/2014,550000,house,4
4/9/2014,578000,house,4
4/9/2014,870000,house,5
4/11/2014,537500,house,4
4/11/2014,560000,house,4
4/11/2014,755000,house,3
4/12/2014,384000,house,3
4/12/2014,385000,house,3
4/12/2014,410000,house,3
4/12/2014,427000,house,4
4/12/2014,500000,house,4
4/12/2014,515000,house,3
4/12/2014,615000,house,4
4/12/2014,630000,house,4
4/13/2014,388000,house,3
4/13/2014,490000,house,3
4/13/2014,502000,house,4
4/13/2014,620000,house,4
4/13/2014,650000,house,4
4/13/2014,665000,house,3
4/13/2014,735000,house,4
4/14/2014,428650,house,3
4/14/2014,580000,house,4
4/15/2014,390000,house,3
4/15/2014,520000,house,3
4/15/2014,545000,house,4
4/15/2014,600000,house,3
4/15/2014,655000,house,4
4/15/2014,950000,house,4
4/15/2014,1000000,house,4
4/16/2014,503000,house,4
4/16/2014,540000,house,5
4/16/2014,997000,house,4
4/16/2014,1100000,house,4
4/18/2014,390000,house,3
4/18/2014,403000,house,3
4/18/2014,480000,house,3
4/18/2014,486000,house,4
4/18/2014,532000,house,4
4/18/2014,635000,house,5
4/18/2014,642000,house,4
4/19/2014,420000,house,3
4/19/2014,437000,house,3
4/19/2014,460000,house,3
4/19/2014,580000,house,5
4/19/2014,1150000,house,4
4/20/2014,316000,house,3
4/20/2014,510000,house,3
4/20/2014,567000,house,3
4/20/2014,652500,house,3
4/21/2014,440000,house,3
4/21/2014,512000,house,4
4/21/2014,540000,house,4
4/21/2014,540500,house,3
4/21/2014,550000,house,4
4/21/2014,670000,house,5
4/21/2014,924000,house,5
4/27/2014,437000,house,3
4/27/2014,440000,house,3
4/27/2014,475000,house,3
4/27/2014,490000,house,3
4/27/2014,545000,house,3
4/27/2014,626000,house,4
4/27/2014,665000,house,5
4/28/2014,375000,house,2
4/28/2014,427000,house,3
4/28/2014,440000,house,3
4/28/2014,485000,house,3
4/28/2014,612000,house,4
4/29/2014,360000,house,3
4/29/2014,430000,house,3
4/29/2014,465000,house,3
4/29/2014,470000,house,2
4/29/2014,471000,house,3
4/29/2014,477500,house,4
4/29/2014,521000,house,4
4/29/2014,535000,house,4
4/29/2014,640000,house,3
4/29/2014,675000,house,5
4/29/2014,686000,house,3
4/30/2014,527500,house,3
4/30/2014,701000,house,3
4/30/2014,750000,house,4
4/30/2014,845000,house,5
5/2/2014,513500,house,3
5/2/2014,580000,house,3
5/2/2014,625000,house,4
5/2/2014,661800,house,5
5/2/2014,785000,house,4
5/2/2014,1100000,house,4
5/3/2014,425000,house,3
5/3/2014,432500,house,3
5/3/2014,449000,house,3
5/3/2014,470000,house,3
5/3/2014,515000,house,3
5/3/2014,685000,house,4
5/3/2014,757000,house,4
5/3/2014,780000,house,3
5/3/2014,1005000,house,3
5/3/2014,1110000,house,4
5/4/2014,435000,house,3
5/4/2014,462500,house,3
5/4/2014,485000,house,4
5/4/2014,491000,house,3
5/4/2014,503000,house,3
5/4/2014,505000,house,4
5/4/2014,530000,house,4
5/4/2014,570000,house,4
5/4/2014,760000,house,4
5/4/2014,835000,house,4
5/5/2014,349950,house,3
5/5/2014,395000,house,3
5/5/2014,399000,house,3
5/5/2014,407000,house,3
5/5/2014,500000,house,4
5/5/2014,1330000,house,4
5/6/2014,409000,house,3
5/6/2014,422500,house,3
5/6/2014,454000,house,3
5/6/2014,500000,house,3
5/6/2014,535000,house,3
5/6/2014,690000,house,3
5/6/2014,844000,house,4
5/6/2014,2000000,house,4
5/7/2014,715500,house,3
5/7/2014,735000,house,3
5/8/2014,611000,house,3
5/9/2014,410000,house,3
5/9/2014,429000,house,3
5/9/2014,480000,house,2
5/9/2014,492000,house,3
5/9/2014,635000,house,4
5/9/2014,649000,house,4
5/10/2014,374500,house,3
5/10/2014,397000,house,3
5/10/2014,432000,house,3
5/10/2014,555000,house,3
5/10/2014,590000,house,3
5/10/2014,750000,house,4
5/11/2014,393500,house,3
5/11/2014,396000,house,3
5/11/2014,630000,house,4
5/12/2014,363000,house,3
5/12/2014,410000,house,3
5/12/2014,580000,house,4
5/13/2014,442000,house,3
5/13/2014,445000,house,4
5/13/2014,570000,house,5
5/13/2014,585000,house,4
5/13/2014,730000,house,4
5/13/2014,1330000,house,3
5/14/2014,417000,house,3
5/14/2014,610000,house,4
5/16/2014,442000,house,3
5/16/2014,445000,house,3
5/16/2014,458500,house,3
5/16/2014,494700,house,3
5/16/2014,505000,house,4
5/16/2014,505000,house,3
5/16/2014,512000,house,3
5/16/2014,517000,house,3
5/16/2014,855500,house,4
5/17/2014,370000,house,2
5/17/2014,427000,house,3
5/17/2014,460000,house,3
5/17/2014,515000,house,4
5/17/2014,580000,house,4
5/17/2014,620000,house,4
5/18/2014,530000,house,4
5/19/2014,425000,house,2
5/19/2014,631000,house,2
5/20/2014,325000,house,2
5/20/2014,409000,house,3
5/20/2014,559950,house,5
5/20/2014,585000,house,3
5/20/2014,805000,house,4
5/20/2014,815000,house,3
5/21/2014,344500,house,3
5/21/2014,830000,house,4
5/23/2014,478000,house,4
5/23/2014,487000,house,3
5/23/2014,597000,house,4
5/23/2014,685000,house,4
5/24/2014,435000,house,3
5/24/2014,560000,house,4
5/24/2014,602500,house,4
5/24/2014,605000,house,4
5/24/2014,1090000,house,5
5/25/2014,385000,house,3
5/25/2014,455000,house,3
5/25/2014,484500,house,4
5/25/2014,520000,house,4
5/25/2014,535000,house,4
5/25/2014,562000,house,3
5/25/2014,615000,house,3
5/25/2014,670000,house,4
5/25/2014,715678,house,3
5/26/2014,464000,house,3
5/26/2014,472000,house,3
5/26/2014,516000,house,4
5/26/2014,520000,house,3
5/26/2014,580000,house,3
5/26/2014,586000,house,4
5/27/2014,335000,house,2
5/27/2014,455000,house,3
5/27/2014,510000,house,3
5/27/2014,1475000,house,3
5/28/2014,410000,house,3
5/28/2014,760000,house,4
5/30/2014,455000,house,3
5/30/2014,467000,house,4
5/30/2014,480000,house,3
5/30/2014,520000,house,3
5/30/2014,550000,house,4
5/30/2014,817000,house,4
5/31/2014,425000,house,4
5/31/2014,475000,house,3
5/31/2014,733000,house,3
5/31/2014,1350000,house,4
6/1/2014,345000,house,3
6/1/2014,370000,house,3
6/1/2014,375000,house,3
6/1/2014,430000,house,4
6/1/2014,455000,house,3
6/1/2014,515000,house,3
6/1/2014,575000,house,4
6/1/2014,595000,house,3
6/1/2014,692500,house,4
6/1/2014,770000,house,4
6/2/2014,375000,house,2
6/2/2014,645000,house,4
6/3/2014,384000,house,3
6/3/2014,552000,house,4
6/3/2014,580000,house,4
6/3/2014,650000,house,4
6/6/2014,377000,house,3
6/6/2014,380000,house,3
6/6/2014,487000,house,3
6/6/2014,635000,house,5
6/6/2014,4150000,house,3
6/7/2014,375000,house,2
6/7/2014,731000,house,4
6/7/2014,900000,house,4
6/8/2014,252500,house,3
6/8/2014,255500,house,3
6/8/2014,261000,house,4
6/8/2014,620000,house,4
6/8/2014,660000,house,4
6/8/2014,800000,house,4
6/9/2014,363500,house,2
6/9/2014,388600,house,3
6/9/2014,430000,house,3
6/9/2014,790000,house,4
6/9/2014,819990,house,5
6/10/2014,445000,house,4
6/10/2014,450000,house,4
6/10/2014,498000,house,4
6/10/2014,590000,house,3
6/11/2014,500000,house,4
6/11/2014,841000,house,4
6/14/2014,380000,house,3
6/14/2014,386990,house,3
6/14/2014,500000,house,4
6/14/2014,505000,house,3
6/14/2014,530000,house,3
6/14/2014,565000,house,3
6/14/2014,595000,house,4
6/14/2014,660000,house,4
6/14/2014,900000,house,3
6/14/2014,1080000,house,4
6/15/2014,443000,house,3
6/15/2014,545000,house,4
6/15/2014,610000,house,3
6/15/2014,805000,house,5
6/15/2014,1300000,house,5
6/16/2014,415000,house,4
6/16/2014,433000,house,4
6/16/2014,531000,house,4
6/16/2014,605000,house,4
6/16/2014,605000,house,5
6/16/2014,800000,house,4
6/17/2014,528000,house,4
6/17/2014,660000,house,4
6/17/2014,660000,house,4
6/17/2014,755000,house,3
6/18/2014,385000,house,2
6/18/2014,456000,house,3
6/18/2014,622500,house,4
6/18/2014,655000,house,3
6/18/2014,840000,house,4
6/20/2014,385000,house,3
6/20/2014,412000,house,3
6/20/2014,425000,house,4
6/20/2014,500000,house,4
6/20/2014,525000,house,3
6/20/2014,536000,house,4
6/20/2014,571000,house,3
6/20/2014,640000,house,4
6/21/2014,517000,house,4
6/21/2014,525000,house,4
6/21/2014,750000,house,4
6/23/2014,386000,house,3
6/23/2014,440000,house,4
6/23/2014,529000,house,4
6/23/2014,790000,house,5
6/23/2014,860000,house,3
6/24/2014,460000,house,3
6/27/2014,375000,house,3
6/27/2014,430000,house,3
6/27/2014,458000,house,4
6/27/2014,630000,house,4
6/27/2014,642000,house,4
6/28/2014,415000,house,3
6/28/2014,443000,house,3
6/28/2014,500000,house,4
6/28/2014,530000,house,4
6/28/2014,569000,house,4
6/28/2014,570000,house,3
6/28/2014,615000,house,4
6/28/2014,875000,house,2
6/29/2014,462000,house,3
6/29/2014,490000,house,4
6/29/2014,573500,house,4
6/29/2014,590000,house,3
6/29/2014,600000,house,4
6/29/2014,600000,house,4
6/29/2014,615000,house,4
6/29/2014,630000,house,4
6/29/2014,680000,house,4
6/29/2014,750000,house,3
6/29/2014,883500,house,3
6/30/2014,410000,house,3
7/1/2014,405000,house,3
7/1/2014,445000,house,3
7/1/2014,454000,house,3
7/1/2014,582000,house,4
7/1/2014,625000,house,4
7/1/2014,670000,house,5
7/2/2014,670000,house,4
7/3/2014,572000,house,4
7/4/2014,368000,house,3
7/4/2014,410000,house,3
7/4/2014,425000,house,3
7/4/2014,434000,house,3
7/4/2014,435000,house,3
7/4/2014,437500,house,3
7/4/2014,441000,house,3
7/4/2014,455000,house,3
7/4/2014,457500,house,4
7/4/2014,505000,house,4
7/4/2014,530000,house,4
7/4/2014,570000,house,5
7/4/2014,590000,house,4
7/4/2014,611000,house,4
7/4/2014,745000,house,4
7/4/2014,761000,house,3
7/4/2014,900000,house,4
7/5/2014,515000,house,3
7/5/2014,585000,house,4
7/6/2014,460000,house,3
7/7/2014,460000,house,3
7/7/2014,507000,house,3
7/7/2014,657000,house,4
7/7/2014,665000,house,4
7/8/2014,395000,house,3
7/8/2014,530000,house,4
7/8/2014,618000,house,4
7/8/2014,820000,house,4
7/9/2014,725000,house,4
7/9/2014,895000,house,3
7/9/2014,1030000,house,4
7/11/2014,445000,house,3
7/11/2014,565000,house,3
7/11/2014,580000,house,4
7/12/2014,530000,house,4
7/12/2014,532000,house,4
7/12/2014,618000,house,4
7/13/2014,380000,house,3
7/13/2014,420000,house,3
7/13/2014,433500,house,3
7/13/2014,550000,house,4
7/13/2014,583500,house,3
7/13/2014,638000,house,4
7/13/2014,900000,house,3
7/14/2014,449950,house,3
7/14/2014,658000,house,4
7/14/2014,671000,house,4
7/15/2014,390000,house,4
7/15/2014,442500,house,4
7/15/2014,460000,house,3
7/15/2014,510000,house,4
7/15/2014,720000,house,3
7/16/2014,595000,house,3
7/16/2014,602500,house,3
7/16/2014,606000,house,4
7/16/2014,617250,house,4
7/16/2014,640000,house,3
7/16/2014,690000,house,4
7/18/2014,395000,house,3
7/18/2014,465000,house,3
7/18/2014,467000,house,3
7/18/2014,488500,house,3
7/18/2014,530000,house,3
7/18/2014,630000,house,4
7/19/2014,350000,house,3
7/19/2014,580000,house,3
7/20/2014,526000,house,4
7/20/2014,535000,house,4
7/20/2014,590000,house,3
7/20/2014,639950,house,3
7/20/2014,680000,house,4
7/20/2014,747000,house,4
7/20/2014,1780000,house,3
7/21/2014,433500,house,3
7/21/2014,515000,house,3
7/22/2014,415000,house,3
7/22/2014,465000,house,3
7/22/2014,465000,house,3
7/22/2014,487000,house,3
7/22/2014,650000,house,4
7/22/2014,695000,house,5
7/22/2014,712000,house,5
7/22/2014,795000,house,4
7/22/2014,1200000,house,4
7/23/2014,453000,house,3
7/23/2014,655000,house,2
7/23/2014,975000,house,4
7/25/2014,394000,house,3
7/25/2014,429000,house,3
7/25/2014,435000,house,3
7/25/2014,562000,house,4
7/25/2014,645000,house,4
7/25/2014,730000,house,3
7/26/2014,315000,house,3
7/26/2014,424000,house,3
7/26/2014,425250,house,3
7/26/2014,520000,house,4
7/26/2014,557000,house,5
7/27/2014,510000,house,3
7/27/2014,566000,house,3
7/28/2014,387500,house,3
7/28/2014,395000,house,3
7/28/2014,435000,house,3
7/28/2014,507825,house,3
7/28/2014,512000,house,4
7/28/2014,525450,house,4
7/29/2014,360000,house,3
7/29/2014,482000,house,3
7/29/2014,485000,house,4
7/29/2014,599000,house,4
7/29/2014,636000,house,4
7/30/2014,434000,house,3
7/30/2014,761000,house,3
7/30/2014,850000,house,3
8/1/2014,450000,house,4
8/1/2014,680000,house,4
8/2/2014,475000,house,3
8/3/2014,390000,house,3
8/3/2014,410000,house,4
8/3/2014,440000,house,3
8/3/2014,535500,house,4
8/3/2014,550000,house,4
8/3/2014,575000,house,4
8/3/2014,610000,house,2
8/3/2014,610803,house,4
8/3/2014,635000,house,3
8/3/2014,660000,house,4
8/3/2014,710000,house,2
8/4/2014,390000,house,3
8/4/2014,480000,house,4
8/4/2014,571000,house,4
8/4/2014,671000,house,4
8/4/2014,740000,house,4
8/5/2014,365000,house,3
8/5/2014,373000,house,3
8/5/2014,420000,house,3
8/5/2014,420000,house,3
8/5/2014,422000,house,3
8/5/2014,447500,house,3
8/5/2014,450000,house,3
8/5/2014,475000,house,3
8/5/2014,477000,house,4
8/5/2014,494000,house,3
8/5/2014,499000,house,3
8/5/2014,502000,house,3
8/5/2014,553000,house,5
8/5/2014,670000,house,3
8/5/2014,725000,house,4
8/5/2014,904000,house,3
8/8/2014,412000,house,3
8/8/2014,420000,house,3
8/8/2014,499000,house,3
8/8/2014,536000,house,4
8/8/2014,545000,house,4
8/8/2014,720000,house,5
8/9/2014,461000,house,3
8/9/2014,491000,house,3
8/9/2014,513000,house,4
8/9/2014,730000,house,3
8/10/2014,416000,house,3
8/10/2014,460000,house,4
8/11/2014,521000,house,4
8/11/2014,635000,house,4
8/11/2014,688000,house,3
8/12/2014,507500,house,3
8/12/2014,525000,house,4
8/12/2014,570000,house,3
8/12/2014,850000,house,4
8/13/2014,670000,house,4
8/13/2014,1650000,house,3
8/15/2014,410000,house,3
8/15/2014,453500,house,3
8/15/2014,528000,house,4
8/16/2014,389000,house,3
8/16/2014,415000,house,3
8/16/2014,539950,house,4
8/16/2014,748000,house,1
8/17/2014,425000,house,3
8/17/2014,520000,house,4
8/17/2014,640000,house,3
8/17/2014,650000,house,4
8/17/2014,882500,house,3
8/18/2014,473000,house,3
8/18/2014,505000,house,3
8/18/2014,520000,house,3
8/18/2014,600000,house,3
8/18/2014,652500,house,3
8/19/2014,505000,house,4
8/19/2014,595500,house,3
8/19/2014,619950,house,4
8/19/2014,649000,house,4
8/19/2014,815000,house,4
8/20/2014,395000,house,3
8/20/2014,610000,house,3
8/20/2014,650000,house,4
8/20/2014,791000,house,3
8/20/2014,800000,house,5
8/20/2014,1000000,house,4
8/22/2014,445000,house,3
8/22/2014,455000,house,3
8/22/2014,457500,house,4
8/22/2014,475000,house,3
8/22/2014,520000,house,4
8/23/2014,327000,house,3
8/23/2014,432000,house,4
8/23/2014,435000,house,3
8/23/2014,565000,house,4
8/23/2014,755000,house,4
8/23/2014,830000,house,4
8/24/2014,372000,house,1
8/24/2014,530000,house,4
8/24/2014,575000,house,5
8/25/2014,360000,house,3
8/25/2014,362000,house,3
8/25/2014,500000,house,4
8/25/2014,579950,house,4
8/26/2014,418000,house,3
8/26/2014,435000,house,2
8/26/2014,620000,house,4
8/26/2014,700000,house,5
8/26/2014,864000,house,5
8/27/2014,586000,house,4
8/27/2014,670000,house,4
8/27/2014,735000,house,4
8/27/2014,967000,house,4
8/29/2014,440000,house,3
8/29/2014,1175000,house,5
8/30/2014,370000,house,3
8/30/2014,380000,house,3
8/30/2014,390000,house,2
8/30/2014,550000,house,4
8/30/2014,600000,house,3
8/30/2014,820000,house,3
8/31/2014,370000,house,3
8/31/2014,517500,house,4
8/31/2014,650000,house,3
8/31/2014,685000,house,4
8/31/2014,720250,house,5
8/31/2014,930000,house,3
9/1/2014,425000,house,3
9/1/2014,429000,house,3
9/1/2014,2500000,house,5
9/2/2014,358000,house,3
9/2/2014,425000,house,3
9/2/2014,458000,house,3
9/2/2014,527500,house,3
9/2/2014,625000,house,4
9/3/2014,372500,house,3
9/5/2014,380000,house,3
9/5/2014,427500,house,3
9/5/2014,462000,house,4
9/5/2014,665000,house,4
9/5/2014,695000,house,3
9/5/2014,765000,house,4
9/6/2014,377000,house,3
9/7/2014,360000,house,2
9/7/2014,410000,house,3
9/7/2014,429000,house,3
9/7/2014,465000,house,3
9/7/2014,468000,house,3
9/7/2014,5425000,house,4
9/8/2014,520000,house,3
9/8/2014,745000,house,4
9/9/2014,670000,house,5
9/9/2014,782000,house,5
9/10/2014,587500,house,3
9/12/2014,439950,house,3
9/12/2014,485000,house,3
9/12/2014,555000,house,4
9/12/2014,645000,house,3
9/13/2014,530000,house,3
9/13/2014,538000,house,4
9/13/2014,617500,house,4
9/14/2014,522000,house,3
9/15/2014,512000,house,4
9/15/2014,595000,house,3
9/16/2014,477000,house,3
9/16/2014,1200000,house,4
9/19/2014,354000,house,3
9/19/2014,415000,house,3
9/19/2014,580000,house,4
9/19/2014,585000,house,4
9/19/2014,604000,house,4
9/19/2014,720000,house,3
9/20/2014,395000,house,2
9/20/2014,407000,house,3
9/21/2014,427000,house,3
9/21/2014,444000,house,3
9/21/2014,450000,house,3
9/21/2014,469950,house,3
9/21/2014,502000,house,3
9/21/2014,551000,house,3
9/21/2014,600000,house,4
9/22/2014,405000,house,2
9/22/2014,632500,house,4
9/23/2014,390000,house,3
9/23/2014,410000,house,3
9/23/2014,430000,house,2
9/23/2014,490000,house,3
9/23/2014,830000,house,3
9/24/2014,415000,house,3
9/24/2014,485000,house,3
9/24/2014,501000,house,3
9/24/2014,585000,house,4
9/24/2014,742000,house,3
9/24/2014,835000,house,4
9/24/2014,1250000,house,3
9/25/2014,975000,house,4
9/26/2014,450000,house,2
9/26/2014,580000,house,3
9/27/2014,470000,house,3
9/27/2014,580000,house,4
9/27/2014,612500,house,4
9/27/2014,753000,house,4
9/28/2014,390000,house,3
9/29/2014,675000,house,4
9/29/2014,680000,house,3
9/30/2014,347000,house,2
9/30/2014,395000,house,3
9/30/2014,399000,house,3
9/30/2014,440000,house,3
9/30/2014,507500,house,3
9/30/2014,605000,house,4
9/30/2014,620000,house,4
9/30/2014,675000,house,4
10/1/2014,476000,house,4
10/1/2014,560000,house,4
10/1/2014,875000,house,4
10/1/2014,1100000,house,4
10/4/2014,415000,house,3
10/4/2014,447500,house,3
10/4/2014,490000,house,3
10/4/2014,525000,house,3
10/4/2014,530000,house,4
10/4/2014,675000,house,5
10/4/2014,777000,house,5
10/5/2014,385000,house,3
10/5/2014,422500,house,3
